@RELATION knnModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {trainingData/disgust,trainingData/fear,trainingData/happy}

@DATA
0.091475,0.039040,2.935479,0.232096,0.241747,0.636535,0.019465,0.140861,-27.093227,1.469375,-0.009198,-0.236886,-0.659659,0.005456,-0.593201,-0.247881,-0.221519,-0.062445,0.413978,0.245678,0.087830,0.002056,0.001817,0.004801,0.002852,0.029297,0.027823,0.113133,0.005460,0.032706,0.007922,0.004250,0.001867,0.044739,0.089244,0.039848,0.475960,0.087768,0.036638,0.581970,0.014265,0.154576,4.230517,1.043668,0.609368,0.531242,0.456788,0.480606,0.554359,0.500444,0.402179,0.433969,0.367519,0.284708,0.239784,0.001765,0.002780,0.004645,0.003241,0.041030,0.041663,0.122686,0.012650,0.034387,0.015500,0.005678,0.003161,0.028338,trainingData/fear
0.102520,0.028835,3.033914,0.209470,0.216289,0.681928,0.028285,0.168443,-26.998684,1.828623,-0.338550,-0.297104,-0.357859,-0.350937,-0.349242,-0.329225,-0.262702,-0.187236,0.216282,0.369614,0.226570,0.003257,0.001535,0.004519,0.004080,0.026884,0.067221,0.049587,0.001524,0.013958,0.009114,0.006488,0.003368,0.034853,0.124809,0.029569,0.347708,0.119117,0.026802,0.845994,0.030419,0.207213,4.067332,1.184556,0.912056,0.387860,0.500269,0.511719,0.484648,0.387933,0.526332,0.376557,0.291510,0.340135,0.272232,0.004186,0.001545,0.005255,0.009372,0.043661,0.083057,0.055884,0.001937,0.015138,0.016297,0.013942,0.005561,0.017605,trainingData/fear
0.093060,0.040622,3.103521,0.209744,0.227942,0.562342,0.025463,0.140109,-26.648132,2.094808,0.215863,-0.260135,-0.489127,-0.362306,-0.421374,-0.214128,-0.358638,-0.060199,0.153434,0.282466,0.187214,0.007068,0.001543,0.004514,0.005192,0.030874,0.035538,0.099071,0.000437,0.012666,0.005349,0.005698,0.010758,0.040913,0.132396,0.037524,0.229954,0.122961,0.031709,0.775616,0.026081,0.208269,3.509416,1.184736,0.622114,0.681926,0.509264,0.491550,0.442901,0.305312,0.508511,0.321211,0.268497,0.342394,0.281623,0.018703,0.002012,0.006184,0.011590,0.045076,0.049875,0.082145,0.000491,0.019016,0.012650,0.012200,0.030011,0.021294,trainingData/fear
0.091633,0.041227,3.021410,0.206103,0.229172,0.641958,0.037217,0.144281,-26.460179,1.878713,-0.236820,-0.221891,-0.593270,-0.272584,-0.430205,-0.190557,-0.211897,-0.113897,0.131923,0.350622,0.146985,0.004753,0.005167,0.011877,0.005525,0.039924,0.023989,0.054376,0.002035,0.020050,0.013543,0.012372,0.003410,0.033040,0.106140,0.038935,0.373139,0.101046,0.032055,0.775405,0.055261,0.180907,4.143788,0.993555,1.016152,0.599992,0.462454,0.467391,0.408123,0.349576,0.412096,0.368222,0.279840,0.398020,0.252148,0.003484,0.007319,0.019553,0.013285,0.044429,0.042568,0.046768,0.002067,0.031393,0.026679,0.028497,0.005615,0.012417,trainingData/fear
0.082480,0.031335,3.137255,0.177125,0.210741,0.504078,0.027201,0.119180,-26.402414,2.279178,-0.809046,0.224860,-0.478829,-0.481087,-0.354462,-0.470257,-0.442859,-0.164195,0.086191,0.434882,0.210237,0.004743,0.002888,0.006212,0.005220,0.055939,0.044690,0.065506,0.001856,0.014356,0.002815,0.001575,0.001022,0.036903,0.094744,0.026309,0.198314,0.095945,0.037557,0.644002,0.022905,0.144874,2.939022,1.168111,0.789371,0.486825,0.554634,0.471811,0.426507,0.312938,0.389660,0.477748,0.392700,0.265768,0.319633,0.006767,0.006120,0.008276,0.008215,0.066715,0.054202,0.052070,0.003344,0.025442,0.004037,0.000919,0.000702,0.017118,trainingData/fear
0.080963,0.024138,3.078059,0.189013,0.217898,0.403250,0.030961,0.111434,-27.852828,2.312388,-0.135573,-0.049957,-0.458971,-0.212334,-0.368845,-0.286557,-0.351042,-0.381163,-0.081403,0.261204,0.274955,0.001791,0.000551,0.005993,0.022124,0.065401,0.065890,0.046587,0.000278,0.014275,0.002499,0.003823,0.002346,0.043160,0.105463,0.028515,0.318117,0.099602,0.034159,0.551948,0.025967,0.142472,4.204995,1.070729,0.706634,0.491764,0.565002,0.469352,0.516480,0.294926,0.479286,0.474208,0.271875,0.258211,0.297788,0.001424,0.000504,0.007665,0.050640,0.061412,0.073461,0.059807,0.000259,0.024234,0.003617,0.008611,0.005206,0.017784,trainingData/fear
0.086906,0.041219,3.182598,0.189375,0.218160,0.412785,0.028775,0.127131,-25.622933,2.287573,-0.780137,-0.147476,-0.167437,-0.516713,-0.473176,-0.456948,-0.491655,-0.417591,0.036558,0.451497,0.355627,0.006548,0.003182,0.003135,0.006426,0.046145,0.083731,0.034493,0.002156,0.007191,0.006332,0.003847,0.002905,0.037286,0.097227,0.031620,0.187254,0.082334,0.025839,0.595340,0.019879,0.141915,2.392196,1.003761,0.803109,0.504604,0.601818,0.362781,0.336460,0.310247,0.423538,0.460286,0.306356,0.361479,0.462536,0.009359,0.006782,0.004496,0.016185,0.074437,0.080150,0.037329,0.005095,0.011468,0.012085,0.005846,0.003590,0.020836,trainingData/fear
0.072714,0.045639,3.132342,0.194575,0.225297,0.360357,0.017522,0.096070,-26.211523,2.374462,0.138276,-0.247337,-0.468680,-0.513702,-0.584822,-0.353664,-0.450094,-0.029665,0.135019,0.341053,0.196753,0.006973,0.003335,0.002965,0.005174,0.022616,0.052031,0.093871,0.000305,0.022027,0.004303,0.010325,0.003080,0.043662,0.090400,0.038527,0.256006,0.090292,0.020901,0.489795,0.014600,0.134723,2.746594,0.946972,0.527258,0.401274,0.556261,0.372778,0.367558,0.326800,0.551442,0.284849,0.258262,0.282418,0.329475,0.015233,0.008497,0.002374,0.009969,0.031157,0.048998,0.093330,0.000280,0.025863,0.005050,0.020474,0.006921,0.022091,trainingData/fear
0.083799,0.025131,3.220810,0.189440,0.218093,0.446991,0.026154,0.125426,-27.210503,2.085876,-0.409012,0.033670,-0.303077,-0.136945,-0.376218,-0.462444,-0.552942,-0.563080,-0.019612,0.376423,0.434481,0.001807,0.000505,0.002835,0.006964,0.062880,0.107448,0.033282,0.000336,0.003151,0.004583,0.002672,0.001805,0.048349,0.095812,0.022020,0.110339,0.090163,0.025347,0.606474,0.026438,0.155864,3.062362,0.834085,0.731469,0.484083,0.523745,0.434380,0.358317,0.441316,0.462818,0.390444,0.342504,0.298887,0.435820,0.001830,0.000713,0.002788,0.011840,0.081379,0.094660,0.046573,0.000416,0.004489,0.015980,0.007522,0.003520,0.017998,trainingData/fear
0.150889,0.040370,3.157213,0.254817,0.226967,0.852285,0.025278,0.225380,-27.200170,1.997936,-0.002660,-0.140460,-0.510744,-0.313297,-0.379193,-0.250783,-0.264074,-0.267559,0.145455,0.337088,0.226237,0.001987,0.001344,0.003368,0.004867,0.043751,0.037580,0.048414,0.000319,0.035307,0.003293,0.002349,0.003433,0.035896,0.186004,0.046646,0.211885,0.163567,0.035310,1.091650,0.026792,0.312915,3.248508,1.398695,0.556365,0.563987,0.539251,0.459604,0.402519,0.261338,0.403854,0.308044,0.327674,0.327485,0.298194,0.003410,0.002167,0.003616,0.006744,0.061208,0.072002,0.048380,0.000264,0.047236,0.006471,0.003575,0.008956,0.021663,trainingData/fear
0.076729,0.053046,3.147428,0.188338,0.220797,0.414972,0.021852,0.112578,-25.593627,2.414222,-0.117882,-0.071307,-0.540326,-0.301301,-0.498490,-0.440673,-0.468905,-0.519333,-0.081960,0.326106,0.236735,0.004635,0.000830,0.007328,0.027896,0.057527,0.089778,0.034569,0.000331,0.006504,0.002984,0.004001,0.005234,0.042916,0.089910,0.043992,0.237751,0.094625,0.025551,0.551509,0.013812,0.140353,2.859081,1.082149,0.581792,0.476689,0.535708,0.484099,0.301237,0.256995,0.438893,0.486653,0.297079,0.360861,0.334345,0.008610,0.001090,0.014722,0.047688,0.056696,0.091239,0.046144,0.000321,0.006015,0.004860,0.007147,0.013201,0.018415,trainingData/fear
0.112167,0.036138,3.133881,0.227995,0.233001,0.593330,0.027004,0.188699,-26.574232,2.101250,-0.175375,-0.071128,-0.352924,-0.252505,-0.393115,-0.308988,-0.349833,-0.310374,0.013221,0.283936,0.360422,0.001818,0.000640,0.006589,0.004573,0.048647,0.072934,0.035510,0.000287,0.021506,0.003086,0.008245,0.008842,0.038597,0.143233,0.031634,0.256345,0.144101,0.039587,0.830437,0.031825,0.275498,3.525961,1.063697,0.683702,0.535362,0.490170,0.507744,0.427869,0.378775,0.423554,0.422735,0.302660,0.360335,0.336071,0.001772,0.000755,0.010512,0.006272,0.050143,0.078396,0.042630,0.000218,0.037548,0.005343,0.023427,0.020865,0.017244,trainingData/fear
0.071842,0.070717,3.186632,0.178724,0.215342,0.373416,0.020410,0.103338,-24.936744,2.660077,-0.380424,-0.072906,-0.626994,-0.490912,-0.506585,-0.407937,-0.317721,-0.143657,0.127850,0.349683,0.209574,0.009162,0.003114,0.003541,0.002906,0.030692,0.056198,0.086852,0.000693,0.027737,0.003703,0.002910,0.009154,0.043157,0.088418,0.042177,0.209059,0.089858,0.027122,0.462686,0.021575,0.130174,2.869270,0.816589,0.614278,0.424010,0.450754,0.475615,0.418010,0.378756,0.428084,0.317426,0.305145,0.327508,0.322845,0.014804,0.003835,0.005902,0.002578,0.036435,0.081286,0.070657,0.000807,0.036068,0.006863,0.002997,0.023303,0.015883,trainingData/fear
0.091059,0.027543,3.175966,0.185142,0.213444,0.494171,0.026247,0.127486,-26.658978,2.275943,-0.363011,0.013902,-0.541574,-0.333013,-0.171583,-0.463676,-0.439999,-0.424216,-0.149191,0.292239,0.332534,0.001759,0.000670,0.005839,0.018975,0.072777,0.077933,0.034053,0.001298,0.010356,0.003706,0.002652,0.002272,0.044049,0.106669,0.028458,0.186818,0.101991,0.032637,0.618220,0.027642,0.152510,3.342339,0.958353,0.670935,0.556878,0.515726,0.524757,0.372604,0.357788,0.413448,0.453444,0.330322,0.362645,0.326228,0.001469,0.000733,0.008305,0.038819,0.075210,0.076417,0.053964,0.002975,0.020569,0.006540,0.003041,0.002561,0.018105,trainingData/fear
0.119508,0.051798,3.184653,0.233769,0.231866,0.598300,0.027241,0.185012,-26.630209,2.130590,-0.414909,0.006385,-0.182370,-0.348671,-0.335021,-0.315079,-0.354558,-0.443021,-0.040136,0.280967,0.307028,0.002901,0.001091,0.004471,0.013559,0.068640,0.074135,0.031421,0.000386,0.010974,0.002849,0.001596,0.002786,0.041526,0.173979,0.049443,0.154595,0.167071,0.051901,0.941576,0.029308,0.301377,3.754347,1.228173,0.675816,0.528646,0.483009,0.508386,0.476110,0.338698,0.443093,0.452922,0.369906,0.292380,0.343549,0.005318,0.002223,0.004956,0.035838,0.071433,0.062327,0.036258,0.000429,0.023735,0.007789,0.001324,0.004945,0.021059,trainingData/fear
0.078871,0.044696,3.112941,0.181652,0.209764,0.456592,0.021358,0.128711,-25.656618,2.183712,-0.969245,-0.190496,-0.381128,-0.510439,-0.321186,-0.459555,-0.614259,-0.314827,0.269302,0.543211,0.307250,0.009202,0.012659,0.006713,0.010950,0.017916,0.056511,0.065687,0.007511,0.023335,0.001802,0.001730,0.000973,0.036439,0.087758,0.042493,0.380937,0.078790,0.023136,0.612462,0.018100,0.151994,2.732769,0.894535,0.744748,0.459298,0.564586,0.372573,0.369643,0.275118,0.359295,0.366405,0.335553,0.327564,0.302175,0.014596,0.016236,0.009037,0.021831,0.028661,0.066164,0.055022,0.015867,0.031735,0.001960,0.001860,0.000848,0.017235,trainingData/fear
0.083414,0.036064,3.197361,0.181626,0.212468,0.382631,0.032417,0.113124,-26.891251,2.391542,-0.576266,-0.134019,-0.191377,-0.212188,-0.215055,-0.409335,-0.500871,-0.536879,-0.242436,0.195125,0.369461,0.002449,0.000897,0.010816,0.034730,0.083968,0.060526,0.010888,0.000862,0.006313,0.001492,0.003184,0.003412,0.042537,0.101258,0.037434,0.145888,0.084346,0.023466,0.528888,0.032990,0.140877,3.375605,1.068136,0.675635,0.572897,0.588870,0.387526,0.308197,0.302766,0.369049,0.433745,0.406042,0.323517,0.406035,0.003318,0.001829,0.026914,0.063079,0.072782,0.075958,0.015951,0.002229,0.017437,0.002546,0.005521,0.006076,0.021258,trainingData/fear
0.116301,0.063174,3.115153,0.226256,0.227630,0.697237,0.034247,0.168443,-26.253610,2.310124,-0.261889,-0.012868,-0.545795,-0.633587,-0.244738,-0.384978,-0.343475,0.063871,0.304458,0.325266,0.119572,0.013014,0.002042,0.002596,0.003504,0.020641,0.030828,0.059897,0.000567,0.044414,0.003480,0.005322,0.007953,0.034923,0.148965,0.050116,0.336224,0.141496,0.032359,0.876783,0.040848,0.261656,3.509442,1.108015,0.438193,0.487375,0.382620,0.627738,0.400418,0.323530,0.492778,0.368725,0.370454,0.307050,0.264893,0.025597,0.002923,0.002363,0.005687,0.032696,0.043545,0.052999,0.000721,0.060344,0.004983,0.010404,0.012811,0.017005,trainingData/fear
0.079488,0.047954,3.167708,0.178899,0.213844,0.409007,0.022787,0.114549,-25.816341,2.364476,-0.830774,0.027121,-0.223086,-0.317132,-0.393589,-0.425931,-0.390718,-0.216766,0.001645,0.282684,0.281511,0.005106,0.000812,0.003292,0.004619,0.063884,0.071975,0.045442,0.001210,0.005514,0.005501,0.004003,0.003846,0.040229,0.091089,0.045031,0.187299,0.082516,0.033112,0.588401,0.021285,0.139968,3.473994,0.916692,0.938591,0.532223,0.581385,0.400952,0.399108,0.318288,0.398134,0.391227,0.272525,0.275943,0.329494,0.006809,0.000881,0.002520,0.005340,0.069033,0.077947,0.078658,0.001742,0.006019,0.009961,0.005488,0.005821,0.024256,trainingData/fear
0.096434,0.029551,3.135057,0.195032,0.220997,0.453255,0.023234,0.128361,-26.586916,2.425635,-0.718616,0.025534,-0.309583,-0.583703,-0.345776,-0.350801,-0.461211,-0.293077,0.243223,0.498734,0.336024,0.005951,0.004362,0.004058,0.003307,0.026250,0.066166,0.077155,0.002817,0.017222,0.001782,0.001516,0.000621,0.037957,0.105865,0.027467,0.284252,0.109895,0.044745,0.593146,0.023965,0.153814,2.593999,0.987769,0.992122,0.492459,0.483403,0.476471,0.443678,0.343596,0.444503,0.367520,0.289929,0.253348,0.246665,0.008731,0.006936,0.005688,0.004855,0.038049,0.092430,0.062703,0.006064,0.025235,0.002011,0.001384,0.000431,0.020426,trainingData/fear
0.083962,0.040346,3.119091,0.195486,0.224101,0.469623,0.057756,0.116858,-26.418283,2.142046,-0.418752,0.028815,-0.405709,-0.156812,-0.276093,-0.258465,-0.326578,-0.463467,-0.174602,0.128808,0.254543,0.002789,0.001657,0.005823,0.035218,0.072994,0.057344,0.039466,0.001216,0.003147,0.001897,0.005468,0.005442,0.042131,0.099848,0.043371,0.256475,0.097492,0.029797,0.604266,0.090332,0.150756,4.073962,1.036781,0.771079,0.390144,0.642390,0.378061,0.416517,0.355478,0.459967,0.410202,0.392881,0.324127,0.339355,0.003657,0.003079,0.005667,0.048979,0.066857,0.059336,0.052812,0.002836,0.004791,0.001853,0.010283,0.012232,0.020866,trainingData/fear
0.076921,0.046822,3.145072,0.203292,0.228425,0.529117,0.020090,0.111397,-26.487802,1.894969,-0.161664,-0.181187,-0.538882,-0.011913,-0.373593,-0.282263,-0.489646,-0.308302,0.119479,0.263844,0.235734,0.003231,0.000890,0.003645,0.009496,0.063587,0.052683,0.053988,0.001022,0.018977,0.002859,0.002477,0.000593,0.042037,0.104941,0.048438,0.215887,0.097889,0.030894,0.667828,0.016844,0.159754,3.743112,1.151493,0.714772,0.505672,0.394059,0.458477,0.447873,0.461001,0.467187,0.389354,0.407113,0.348122,0.251164,0.004695,0.001149,0.003524,0.023991,0.083735,0.075248,0.065191,0.001148,0.034605,0.003984,0.003717,0.000396,0.019980,trainingData/fear
0.107944,0.031912,3.170608,0.204494,0.207476,0.691052,0.031652,0.167500,-27.148049,1.792007,-0.467149,-0.014813,-0.423000,-0.162761,-0.339559,-0.324548,-0.393838,-0.391197,-0.052965,0.411437,0.299673,0.003504,0.001512,0.003973,0.007757,0.055889,0.078530,0.029822,0.002094,0.008185,0.000889,0.001532,0.003636,0.038975,0.133105,0.034142,0.187467,0.130470,0.034846,0.866872,0.035135,0.213708,3.770224,1.252192,1.106525,0.463253,0.643888,0.366929,0.387882,0.424366,0.441537,0.432737,0.300874,0.363373,0.393809,0.006423,0.002696,0.003442,0.022096,0.060806,0.087218,0.040765,0.005159,0.021936,0.000799,0.001212,0.007205,0.016757,trainingData/fear
0.099217,0.034001,3.165593,0.205183,0.217922,0.597184,0.020445,0.155864,-26.662891,2.006125,-0.154658,0.106879,-0.477282,-0.223555,-0.360476,-0.363163,-0.247399,-0.539149,-0.005296,0.354420,0.222212,0.002649,0.000622,0.004974,0.022110,0.040544,0.076484,0.053839,0.000655,0.008084,0.007036,0.003485,0.002090,0.041488,0.131016,0.030353,0.207219,0.123065,0.029693,0.824368,0.016919,0.220744,3.442180,1.281712,0.911444,0.561618,0.572597,0.376985,0.442489,0.308134,0.551690,0.388920,0.391726,0.268186,0.411568,0.002169,0.000553,0.005732,0.053457,0.050655,0.081655,0.062007,0.001476,0.015156,0.018744,0.006545,0.003224,0.019164,trainingData/fear
0.137049,0.036492,3.221878,0.229441,0.215793,0.721580,0.028449,0.201856,-26.958953,2.134496,-0.311370,-0.012543,-0.466539,-0.134108,-0.379371,-0.409209,-0.231944,-0.374534,-0.079318,0.297387,0.222509,0.003879,0.001421,0.003117,0.004197,0.079253,0.057967,0.032845,0.000666,0.004242,0.008345,0.005229,0.003872,0.038842,0.180743,0.028896,0.151873,0.168183,0.040216,0.984480,0.035458,0.285929,3.485491,1.511056,0.738705,0.525242,0.491641,0.503399,0.446908,0.389488,0.440958,0.455941,0.331336,0.310354,0.297166,0.008263,0.002072,0.002666,0.004129,0.076380,0.064960,0.037613,0.000891,0.005678,0.028876,0.011390,0.006145,0.023332,trainingData/fear
0.085034,0.020753,3.145526,0.174762,0.209182,0.403840,0.039550,0.112728,-27.095974,2.444124,-0.578563,0.013624,-0.652541,-0.314220,-0.479543,-0.354697,-0.323659,-0.366331,-0.040536,0.368550,0.316848,0.003594,0.001029,0.003797,0.007308,0.053148,0.071662,0.034531,0.001279,0.010380,0.015369,0.008563,0.006037,0.038612,0.101924,0.020454,0.234103,0.097387,0.033228,0.534259,0.036301,0.136838,3.165112,1.120771,0.825418,0.544733,0.610122,0.333715,0.261477,0.384835,0.479365,0.503774,0.398085,0.339538,0.433776,0.005478,0.001400,0.003380,0.009335,0.065925,0.074284,0.041684,0.002250,0.014871,0.032495,0.026736,0.009296,0.020201,trainingData/fear
0.073944,0.029084,3.180231,0.173880,0.209694,0.347880,0.036140,0.106981,-26.299885,2.422079,-0.499226,-0.014799,-0.311781,-0.331829,-0.435581,-0.544742,-0.486609,-0.497090,-0.098555,0.403922,0.459739,0.005340,0.000977,0.002788,0.007756,0.049152,0.112633,0.044223,0.000420,0.005706,0.001430,0.001429,0.001387,0.047059,0.087583,0.024918,0.141523,0.085855,0.027998,0.470117,0.034955,0.129620,2.583681,0.997819,0.884289,0.409586,0.470702,0.409044,0.351300,0.316950,0.366596,0.349142,0.258888,0.409562,0.310646,0.010676,0.001547,0.003658,0.017541,0.073402,0.084328,0.051603,0.000512,0.007530,0.001243,0.001201,0.001772,0.018961,trainingData/fear
0.082058,0.059830,3.123761,0.175144,0.204217,0.419486,0.026529,0.125980,-25.644654,2.510791,-0.815181,-0.169897,-0.261001,-0.368637,-0.492436,-0.437053,-0.555717,-0.339532,0.106285,0.401840,0.398269,0.007842,0.002074,0.004404,0.008876,0.046023,0.077188,0.049727,0.004693,0.008508,0.001855,0.001770,0.001786,0.037115,0.091828,0.051808,0.360104,0.091816,0.031327,0.582390,0.019502,0.151096,3.288242,1.097166,0.938099,0.414027,0.545990,0.326069,0.318283,0.253794,0.395257,0.287511,0.306808,0.276625,0.241763,0.010506,0.002303,0.006326,0.022669,0.060857,0.068638,0.046875,0.008324,0.008661,0.002577,0.001803,0.002743,0.014157,trainingData/fear
0.069152,0.039949,3.163318,0.158661,0.202160,0.273873,0.030313,0.091129,-26.231915,3.120595,-0.503599,-0.113036,-0.280440,-0.337876,-0.475221,-0.414583,-0.345147,-0.350114,-0.158270,0.298589,0.340981,0.002966,0.000734,0.003816,0.024657,0.060365,0.069853,0.042337,0.000243,0.003455,0.009946,0.008915,0.014132,0.044037,0.085313,0.025427,0.341115,0.083933,0.035207,0.440071,0.027328,0.123330,2.473828,0.852818,0.838372,0.569006,0.620898,0.322683,0.305521,0.386273,0.382306,0.380262,0.336464,0.273952,0.402149,0.002547,0.000740,0.003942,0.045962,0.074636,0.063808,0.059128,0.000207,0.003987,0.018031,0.016336,0.016045,0.017769,trainingData/fear
0.062500,0.073188,3.169640,0.171696,0.217113,0.354317,0.026808,0.096224,-25.110042,2.629605,-0.361949,0.082707,-0.500038,-0.566719,-0.632013,-0.484628,-0.515247,-0.082487,0.344444,0.510940,0.211192,0.001834,0.001674,0.003152,0.003493,0.012809,0.050271,0.079899,0.001240,0.058152,0.003137,0.002661,0.001189,0.041704,0.082922,0.038796,0.298934,0.079239,0.020249,0.478969,0.033679,0.134284,2.435170,0.739006,0.478730,0.417411,0.432984,0.388873,0.313549,0.246923,0.358043,0.287742,0.236116,0.271969,0.208132,0.001783,0.003148,0.003332,0.005649,0.020014,0.065296,0.068732,0.002284,0.053564,0.001573,0.002490,0.001159,0.017250,trainingData/fear
0.068893,0.077684,3.235011,0.166882,0.208956,0.311254,0.031693,0.096107,-25.411789,2.707973,-0.314490,0.059765,-0.372165,-0.546067,-0.354208,-0.267656,-0.678128,-0.552342,-0.169031,0.316384,0.290085,0.001990,0.000753,0.003957,0.044261,0.056703,0.089492,0.037601,0.000174,0.007677,0.003833,0.009983,0.004550,0.054745,0.085566,0.047602,0.159712,0.089076,0.033245,0.460600,0.038721,0.119898,2.353364,0.925994,0.536908,0.455551,0.533410,0.406568,0.323403,0.299472,0.472040,0.395557,0.299411,0.338104,0.393049,0.001790,0.000860,0.004539,0.094706,0.059079,0.104005,0.060268,0.000173,0.012906,0.006578,0.021449,0.008773,0.022529,trainingData/fear
0.084372,0.052787,3.043525,0.180745,0.208193,0.444716,0.027014,0.134788,-25.675982,2.456807,-0.816272,0.137630,-0.160313,-0.356881,-0.427942,-0.326447,-0.525644,-0.277392,0.094461,0.311163,0.313202,0.006904,0.004087,0.006234,0.003473,0.033250,0.083621,0.072388,0.002932,0.009979,0.002092,0.003141,0.000975,0.044677,0.100222,0.039860,0.469345,0.095214,0.038485,0.617429,0.027089,0.160069,3.142661,0.922553,0.851589,0.437965,0.322627,0.406113,0.414239,0.350586,0.463197,0.379898,0.279611,0.283250,0.287013,0.012381,0.008385,0.008910,0.004079,0.051235,0.097233,0.095264,0.006304,0.020623,0.003442,0.004111,0.001162,0.025641,trainingData/fear
0.137608,0.034348,3.155612,0.232866,0.218937,0.806435,0.023042,0.235876,-26.483025,2.030383,-0.453946,0.065963,-0.533788,-0.421670,-0.292527,-0.322051,-0.352254,-0.156528,0.128131,0.354845,0.194943,0.008062,0.001473,0.004085,0.002804,0.030278,0.054896,0.056531,0.000577,0.008517,0.003892,0.004134,0.003359,0.032611,0.152816,0.029359,0.231508,0.151278,0.033254,1.006900,0.021409,0.273310,3.081291,1.121703,0.926159,0.339678,0.466394,0.526652,0.413753,0.198465,0.528268,0.305021,0.266080,0.313721,0.318361,0.013346,0.001731,0.004323,0.003487,0.055002,0.065231,0.060046,0.001101,0.013506,0.007976,0.008969,0.009910,0.019391,trainingData/fear
0.095328,0.041780,3.154552,0.198207,0.221182,0.537128,0.025328,0.130808,-25.806634,2.181378,-0.348246,0.025841,-0.479809,-0.215742,-0.595296,-0.272840,-0.336426,-0.331462,0.035400,0.339569,0.208185,0.002380,0.001162,0.003597,0.007005,0.062370,0.065029,0.026727,0.000361,0.009906,0.010774,0.007421,0.010696,0.036317,0.107717,0.030744,0.253900,0.098485,0.028136,0.725217,0.021531,0.170489,3.189573,1.202665,0.725729,0.439072,0.545495,0.433002,0.391590,0.308651,0.445595,0.445078,0.355357,0.304791,0.351867,0.002053,0.001545,0.003175,0.014526,0.073370,0.065932,0.031643,0.000357,0.017463,0.028883,0.016011,0.023104,0.018190,trainingData/fear
0.070615,0.087355,3.209262,0.174387,0.214347,0.368191,0.026897,0.109057,-24.681069,2.578896,-0.035190,0.013438,-0.509150,-0.397448,-0.634583,-0.344499,-0.501911,-0.354110,0.054520,0.309770,0.425273,0.001987,0.000525,0.003626,0.018346,0.039662,0.107472,0.050334,0.000191,0.012505,0.012728,0.004157,0.002597,0.047946,0.081057,0.059489,0.210783,0.081834,0.027108,0.474030,0.031027,0.131471,2.243130,0.812536,0.560210,0.517501,0.498911,0.460391,0.351418,0.278099,0.455635,0.446701,0.320930,0.280097,0.430108,0.001319,0.000362,0.002924,0.031005,0.046184,0.098956,0.065342,0.000160,0.019353,0.031215,0.006667,0.003473,0.015612,trainingData/fear
